City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
254,Vysokogornyy,RU,2022-04-10 13:45:00,50.1167,139.15,27.52,95,100,6.44,overcast clouds
255,Xingyi,CN,2022-04-10 13:45:00,24.1877,102.817,61.05,69,70,5.12,broken clouds
256,Sangod,IN,2022-04-10 13:45:00,24.9167,76.2833,98.35,12,1,9.93,clear sky
257,Silver City,US,2022-04-10 13:45:01,32.7701,-108.2803,54.66,34,0,15.01,clear sky
258,Brookings,US,2022-04-10 13:42:00,44.3114,-96.7984,44.06,64,0,5.75,clear sky
259,Chuy,UY,2022-04-10 13:45:01,-33.6971,-53.4616,75.07,63,5,10.38,clear sky
260,Ndende,GA,2022-04-10 13:45:01,-2.4008,11.3581,86.63,64,94,1.21,overcast clouds
261,Bilibino,RU,2022-04-10 13:45:02,68.0546,166.4372,-18.76,100,100,0.96,overcast clouds
262,Laurel,US,2022-04-10 13:41:46,39.0993,-76.8483,46.74,64,75,16.11,broken clouds
263,Jalu,LY,2022-04-10 13:45:02,29.0331,21.5482,86.86,12,0,12.12,clear sky
264,Dukat,RU,2022-04-10 13:45:03,62.55,155.55,-20.06,100,89,4.65,overcast clouds
265,Taoudenni,ML,2022-04-10 13:45:03,22.6783,-3.9836,94.08,4,0,10.33,clear sky
266,Mindelo,CV,2022-04-10 13:45:03,16.8901,-24.9804,76.55,53,20,25.32,few clouds
267,Kahului,US,2022-04-10 13:45:04,20.8947,-156.47,74.84,75,0,8.05,clear sky
268,Zhezkazgan,KZ,2022-04-10 13:45:04,47.8043,67.7144,60.78,31,40,20.13,light rain
269,Caiaponia,BR,2022-04-10 13:45:04,-16.9567,-51.8103,84.22,54,19,0.38,few clouds
270,Wanning,CN,2022-04-10 13:45:05,18.8003,110.3967,72.82,89,8,3.85,clear sky
271,Mahebourg,MU,2022-04-10 13:45:05,-20.4081,57.7,80.89,74,40,11.5,light intensity shower rain
272,Bardiyah,LY,2022-04-10 13:45:05,31.7561,25.0865,68.83,47,0,8.86,clear sky
273,Bilma,NE,2022-04-10 13:45:05,18.6853,12.9164,105.78,3,0,2.51,clear sky
274,Najran,SA,2022-04-10 13:45:06,17.4924,44.1277,93.85,12,0,16.64,clear sky
275,Bridlington,GB,2022-04-10 13:45:06,54.0831,-0.1919,54.14,63,89,8.01,overcast clouds
276,Loandjili,CG,2022-04-10 13:45:06,-4.7561,11.8578,83.14,73,100,7.87,overcast clouds
277,Lanzhou,CN,2022-04-10 13:45:07,36.0564,103.7922,69.01,12,13,7.92,few clouds
278,Naze,JP,2022-04-10 13:45:07,28.3667,129.4833,67.12,93,85,11.39,overcast clouds
279,Praya,CV,2022-04-10 13:45:07,14.9215,-23.5087,77.54,57,20,24.16,few clouds
280,Amahai,ID,2022-04-10 13:45:08,-3.3333,128.9167,78.49,85,84,0.87,broken clouds
281,Ushtobe,KZ,2022-04-10 13:45:08,45.2514,77.9838,59.77,26,80,19.55,broken clouds
282,Loukhi,RU,2022-04-10 13:45:08,66.0764,33.0381,33.26,100,100,6.87,overcast clouds
283,Ternate,ID,2022-04-10 13:45:09,0.8,127.4,82.2,78,100,8.66,light rain
284,Ponta Do Sol,PT,2022-04-10 13:45:09,32.6667,-17.1,68.72,74,71,13.29,broken clouds
285,Pingliang,CN,2022-04-10 13:45:09,35.5392,106.6861,66.31,44,0,9.37,clear sky
286,Mogadishu,SO,2022-04-10 13:45:10,2.0371,45.3438,83.55,67,69,12.66,broken clouds
287,Saint George,US,2022-04-10 13:41:01,37.1041,-113.5841,52.39,17,0,8.01,clear sky
288,Bethel,US,2022-04-10 13:42:17,41.3712,-73.414,46.54,68,75,13.8,broken clouds
289,Naryan-Mar,RU,2022-04-10 13:45:10,67.6713,53.087,35.29,100,100,11.68,overcast clouds
290,Tokomaru,NZ,2022-04-10 13:45:10,-40.4667,175.5,54.09,94,89,1.79,overcast clouds
291,Alcacer Do Sal,PT,2022-04-10 13:45:11,38.3733,-8.5144,75.02,35,4,12.1,clear sky
292,Fare,PF,2022-04-10 13:45:11,-16.7,-151.0167,81.9,74,2,15.75,clear sky
293,Airai,TL,2022-04-10 13:45:11,-8.9266,125.4092,58.95,86,12,2.1,few clouds
294,Vostok,RU,2022-04-10 13:45:12,46.4856,135.8833,33.58,95,100,4.88,snow
295,Araouane,ML,2022-04-10 13:45:12,18.9048,-3.5265,100.04,4,0,10.45,clear sky
296,Ngorongoro,TZ,2022-04-10 13:45:12,-3.2397,35.4875,66.87,48,100,8.5,overcast clouds
297,Mecca,SA,2022-04-10 13:41:40,21.4267,39.8261,95.47,17,0,12.86,clear sky
298,Togur,RU,2022-04-10 13:45:13,58.3631,82.8265,16.09,92,49,5.7,scattered clouds
299,Cayenne,GF,2022-04-10 13:45:13,4.9333,-52.3333,83.08,1,75,13.8,broken clouds
300,Ambon,ID,2022-04-10 13:45:13,-3.6954,128.1814,77.14,94,20,2.3,few clouds
301,Husavik,IS,2022-04-10 13:45:14,66.0449,-17.3389,33.55,71,96,5.3,overcast clouds
302,Sorland,NO,2022-04-10 13:45:14,67.667,12.6934,39.06,81,75,18.41,broken clouds
303,Nome,US,2022-04-10 13:45:14,64.5011,-165.4064,28.47,93,100,9.22,overcast clouds
304,Moosomin,CA,2022-04-10 13:45:15,50.1333,-101.6677,37.9,63,22,8.84,few clouds
305,Grand Gaube,MU,2022-04-10 13:45:15,-20.0064,57.6608,81.0,84,43,4.0,light rain
306,Boali,CF,2022-04-10 13:45:15,4.8005,18.1275,86.23,50,99,4.65,overcast clouds
307,Amboasary,MG,2022-04-10 13:45:16,-25.0333,46.3833,77.88,75,98,16.04,overcast clouds
308,Labuhan,ID,2022-04-10 13:45:16,-6.8844,112.2051,80.62,77,98,3.56,overcast clouds
309,Ahipara,NZ,2022-04-10 13:45:16,-35.1667,173.1667,57.69,85,17,5.79,few clouds
310,La Brea,HN,2022-04-10 13:45:17,15.8,-85.9667,76.51,73,75,3.44,broken clouds
311,San Luis,AR,2022-04-10 13:40:48,-33.295,-66.3356,64.11,73,80,6.2,broken clouds
312,Mao,ES,2022-04-10 13:44:35,39.8885,4.2658,61.36,48,0,8.05,clear sky
313,Namibe,AO,2022-04-10 13:42:21,-15.1961,12.1522,75.94,71,63,10.18,broken clouds
314,Constantine,DZ,2022-04-10 13:45:17,36.365,6.6147,67.41,32,20,6.91,few clouds
315,Bethanien,NA,2022-04-10 13:45:17,-26.502,17.1583,80.96,20,0,5.5,clear sky
316,Dzaoudzi,YT,2022-04-10 13:45:18,-12.7887,45.2699,89.49,66,40,6.91,scattered clouds
317,Alto Araguaia,BR,2022-04-10 13:45:18,-17.3147,-53.2153,82.11,63,6,3.31,clear sky
318,Axim,GH,2022-04-10 13:45:18,4.8699,-2.2405,87.3,64,83,8.72,broken clouds
319,Akyab,MM,2022-04-10 13:45:19,20.15,92.9,82.56,78,0,6.91,clear sky
320,Karratha,AU,2022-04-10 13:45:19,-20.7377,116.8463,86.74,31,13,10.85,few clouds
321,Sumenep,ID,2022-04-10 13:45:19,-7.0167,113.8667,79.9,76,4,3.36,clear sky
322,Tolaga Bay,NZ,2022-04-10 13:45:20,-38.3667,178.3,54.77,87,2,3.69,clear sky
323,Port-Gentil,GA,2022-04-10 13:45:20,-0.7193,8.7815,80.24,79,100,8.41,overcast clouds
324,Matara,LK,2022-04-10 13:45:20,5.9485,80.5353,80.11,80,92,9.82,overcast clouds
325,Pentecoste,BR,2022-04-10 13:45:21,-3.7928,-39.2703,81.84,82,42,4.81,scattered clouds
326,Thompson,CA,2022-04-10 13:41:04,55.7435,-97.8558,32.16,100,100,4.61,mist
327,Okhotsk,RU,2022-04-10 13:45:21,59.3833,143.3,23.13,88,100,8.37,overcast clouds
328,Sorata,BO,2022-04-10 13:45:21,-15.7667,-68.6333,54.41,61,65,4.79,broken clouds
329,Robertsport,LR,2022-04-10 13:45:22,6.7533,-11.3686,82.42,78,71,8.84,broken clouds
330,Palmer,US,2022-04-10 13:45:22,42.1584,-72.3287,47.62,60,75,12.66,broken clouds
331,Neiafu,TO,2022-04-10 13:45:22,-18.65,-173.9833,72.28,94,20,0.0,few clouds
332,Bushehr,IR,2022-04-10 13:45:23,28.9684,50.8385,78.89,57,0,11.5,dust
333,Tuatapere,NZ,2022-04-10 13:45:23,-46.1333,167.6833,44.65,92,4,5.23,clear sky
334,Dakar,SN,2022-04-10 13:43:28,14.6937,-17.4441,86.88,69,0,18.41,clear sky
335,Vanimo,PG,2022-04-10 13:45:23,-2.6741,141.3028,78.1,87,96,5.64,overcast clouds
336,Iqaluit,CA,2022-04-10 13:45:24,63.7506,-68.5145,24.53,79,100,3.44,light snow
337,Dolinsk,RU,2022-04-10 13:45:24,47.35,142.8,31.35,95,100,8.81,light snow
338,Kamina,CD,2022-04-10 13:45:24,-8.7386,24.9906,80.94,56,100,5.44,overcast clouds
339,Grimshaw,CA,2022-04-10 13:45:25,56.1834,-117.6027,25.16,58,20,20.71,few clouds
340,Korla,CN,2022-04-10 13:45:25,41.7597,86.1469,63.57,46,100,5.68,overcast clouds
341,Gushikawa,JP,2022-04-10 13:43:35,26.3544,127.8686,72.99,91,20,12.66,few clouds
342,Upington,ZA,2022-04-10 13:45:25,-28.4478,21.2561,71.98,46,75,5.75,broken clouds
343,Muzaffargarh,PK,2022-04-10 13:45:26,30.0754,71.1921,104.02,5,0,6.55,clear sky
344,Caravelas,BR,2022-04-10 13:44:44,-17.7125,-39.2481,87.69,54,2,7.76,clear sky
345,Saint-Augustin,CA,2022-04-10 13:45:26,51.226,-58.6502,35.6,100,100,0.67,overcast clouds
346,Grindavik,IS,2022-04-10 13:45:26,63.8424,-22.4338,42.75,75,75,29.93,broken clouds
347,Moose Factory,CA,2022-04-10 13:45:27,51.2585,-80.6094,24.8,86,100,5.75,overcast clouds
348,Matamoros,MX,2022-04-10 13:45:27,25.5333,-103.25,69.51,41,3,3.8,clear sky
349,Mayo,US,2022-04-10 13:43:09,38.8876,-76.5119,47.55,64,100,12.66,overcast clouds
350,Toguchin,RU,2022-04-10 13:45:27,55.2353,84.3858,21.99,92,97,4.21,overcast clouds
351,Chicama,PE,2022-04-10 13:45:28,-7.8447,-79.1469,72.97,76,94,5.79,overcast clouds
352,Mitu,CO,2022-04-10 13:45:28,1.1983,-70.1733,73.38,98,100,0.43,overcast clouds
353,Nakhon Phanom,TH,2022-04-10 13:45:28,17.3333,104.4167,78.6,38,0,3.29,clear sky
354,Antofagasta,CL,2022-04-10 13:45:29,-23.65,-70.4,61.88,65,26,7.38,scattered clouds
355,Marrakesh,MA,2022-04-10 13:45:29,31.6315,-8.0083,87.87,18,20,8.05,few clouds
356,Haines Junction,CA,2022-04-10 13:45:29,60.7522,-137.5108,17.55,45,97,8.05,overcast clouds
357,Esperance,AU,2022-04-10 13:44:49,-33.8667,121.9,62.44,78,11,15.64,few clouds
358,Charleston,US,2022-04-10 13:43:57,32.7766,-79.9309,57.22,47,0,3.44,clear sky
359,Turukhansk,RU,2022-04-10 13:45:30,65.8167,87.9833,2.01,96,92,3.78,overcast clouds
360,Ha Giang,VN,2022-04-10 13:45:30,22.8333,104.9833,73.83,66,15,2.04,few clouds
361,Mapiripan,CO,2022-04-10 13:45:30,2.8892,-72.1256,78.75,84,100,2.62,overcast clouds
362,Chimbote,PE,2022-04-10 13:45:31,-9.0853,-78.5783,69.89,83,51,6.91,broken clouds
363,Panguna,PG,2022-04-10 13:45:31,-6.3164,155.4848,67.77,95,92,1.68,overcast clouds
364,Itoman,JP,2022-04-10 13:45:31,26.1247,127.6694,73.78,92,75,12.66,broken clouds
365,Honningsvag,NO,2022-04-10 13:45:32,70.9821,25.9704,38.95,70,75,16.11,broken clouds
366,Faanui,PF,2022-04-10 13:43:37,-16.4833,-151.75,82.0,73,25,15.66,scattered clouds
367,Bathsheba,BB,2022-04-10 13:45:32,13.2167,-59.5167,83.01,69,40,18.41,scattered clouds
368,Panaba,MX,2022-04-10 13:45:32,21.2833,-88.2667,75.87,46,5,12.28,clear sky
369,Mount Holly,US,2022-04-10 13:45:33,35.2982,-81.0159,50.14,57,0,3.44,clear sky
370,Chirongui,YT,2022-04-10 13:45:33,-12.9319,45.1483,89.53,67,71,11.83,broken clouds
371,Fuyu,CN,2022-04-10 13:45:33,45.1833,124.8167,54.82,25,94,7.23,overcast clouds
372,Urubicha,BO,2022-04-10 13:45:34,-15.3833,-62.95,81.34,81,19,4.79,few clouds
373,Culpeper,US,2022-04-10 13:45:34,38.5004,-77.9664,44.98,54,100,5.99,overcast clouds
374,Kouroussa,GN,2022-04-10 13:45:34,10.65,-9.8833,106.38,17,95,2.75,overcast clouds
375,Poum,NC,2022-04-10 13:45:35,-20.2333,164.0167,79.48,76,44,14.2,scattered clouds
376,Kontagora,NG,2022-04-10 13:45:35,10.3999,5.4695,106.02,18,6,2.62,clear sky
377,Erenhot,CN,2022-04-10 13:45:35,43.6475,111.9767,61.32,13,82,12.24,broken clouds
378,Oktyabrskoye,RU,2022-04-10 13:45:36,43.0645,44.7417,68.14,35,5,17.9,clear sky
379,Enshi,CN,2022-04-10 13:45:36,30.3,109.4833,69.21,66,0,1.74,clear sky
380,Gawler,AU,2022-04-10 13:45:37,-34.6,138.7333,70.21,71,100,4.76,overcast clouds
381,Te Anau,NZ,2022-04-10 13:45:38,-45.4167,167.7167,45.66,88,6,4.76,clear sky
382,Vila,PT,2022-04-10 13:45:38,42.0304,-8.1588,61.68,53,63,14.32,broken clouds
383,Getulio Vargas,UY,2022-04-10 13:45:38,-32.6796,-53.5494,77.2,58,7,11.16,clear sky
384,Lavumisa,SZ,2022-04-10 13:45:39,-27.31,31.892,69.4,78,100,8.46,light rain
385,Doha,QA,2022-04-10 13:43:36,25.2867,51.5333,98.91,43,0,16.11,clear sky
386,Chengannur,IN,2022-04-10 13:45:39,9.3333,76.6333,78.93,88,90,2.91,overcast clouds
387,Locharbriggs,GB,2022-04-10 13:45:39,55.1034,-3.5844,47.43,59,100,6.69,overcast clouds
388,Ostroleka,PL,2022-04-10 13:41:10,53.0862,21.5757,47.93,53,89,16.35,overcast clouds
389,Puerto Ayacucho,VE,2022-04-10 13:45:40,5.6639,-67.6236,84.97,62,100,4.12,overcast clouds
390,Northam,GB,2022-04-10 13:45:40,51.0333,-4.2167,55.65,69,100,16.6,overcast clouds
391,Kawalu,ID,2022-04-10 13:45:40,-7.3817,108.2082,72.9,96,99,2.01,overcast clouds
392,Lagoa,PT,2022-04-10 13:45:41,39.05,-27.9833,54.95,60,100,34.49,overcast clouds
393,Douglas,US,2022-04-10 13:44:52,41.3,-96.167,50.59,46,0,10.36,clear sky
394,Skjervoy,NO,2022-04-10 13:45:41,70.0311,20.9714,37.4,69,37,16.64,scattered clouds
395,Zaoyang,CN,2022-04-10 13:45:42,32.1272,112.7542,71.53,62,0,8.93,clear sky
396,Basco,PH,2022-04-10 13:45:42,20.4487,121.9702,79.16,83,72,19.33,broken clouds
397,Port Hawkesbury,CA,2022-04-10 13:45:42,45.6169,-61.3485,42.91,99,100,5.75,fog
398,Hamilton,US,2022-04-10 13:42:35,39.1834,-84.5333,46.99,67,20,4.61,few clouds
399,Ginir,ET,2022-04-10 13:45:42,7.1333,40.7,72.16,49,28,12.71,scattered clouds
400,Blagoyevo,RU,2022-04-10 13:45:43,63.3667,47.9167,38.61,100,100,11.07,overcast clouds
401,Leningradskiy,RU,2022-04-10 13:41:06,69.3833,178.4167,-16.35,94,37,5.19,scattered clouds
402,Wajir,KE,2022-04-10 13:45:43,1.7471,40.0573,93.85,35,67,11.77,broken clouds
403,Katiola,CI,2022-04-10 13:45:44,8.1333,-5.1,88.43,35,19,3.49,few clouds
404,Beloha,MG,2022-04-10 13:45:44,-25.1667,45.05,77.32,72,100,17.38,overcast clouds
405,Japura,ID,2022-04-10 13:45:44,-0.3167,102.35,75.31,96,56,1.05,broken clouds
406,Camopi,GF,2022-04-10 13:45:44,3.1655,-52.3158,79.02,86,100,4.97,overcast clouds
407,Asosa,ET,2022-04-10 13:45:45,10.0667,34.5333,82.09,32,99,1.32,overcast clouds
408,Benguela,AO,2022-04-10 13:45:45,-12.5763,13.4055,81.16,77,52,10.38,light rain
409,Khandbari,NP,2022-04-10 13:45:45,27.3747,87.2039,67.62,84,22,1.7,few clouds
410,Cravo Norte,CO,2022-04-10 13:45:46,6.3017,-70.2041,90.84,41,98,8.57,overcast clouds
411,Tiarei,PF,2022-04-10 13:45:46,-17.5333,-149.3333,78.82,80,26,15.05,light rain
412,Huarmey,PE,2022-04-10 13:45:46,-10.0681,-78.1522,70.92,82,70,7.83,broken clouds
413,Abalak,RU,2022-04-10 13:45:47,58.1286,68.5944,33.57,94,89,4.54,overcast clouds
414,Teguldet,RU,2022-04-10 13:45:47,57.3064,88.1667,20.62,91,100,4.74,overcast clouds
415,Rio Grande,BR,2022-04-10 13:44:18,-32.035,-52.0986,77.11,74,10,13.85,clear sky
416,Compostela,PH,2022-04-10 13:45:48,7.6731,126.0889,75.78,91,94,2.93,overcast clouds
417,Cabo San Lucas,MX,2022-04-10 13:45:48,22.8909,-109.9124,68.5,76,49,11.99,scattered clouds
418,Fukue,JP,2022-04-10 13:45:48,32.6881,128.8419,65.03,86,100,12.03,overcast clouds
419,Xiongzhou,CN,2022-04-10 13:45:48,25.1167,114.3,71.82,51,6,2.82,clear sky
420,Zhuhai,CN,2022-04-10 13:45:49,22.2769,113.5678,79.86,88,20,8.05,few clouds
421,Roald,NO,2022-04-10 13:45:49,62.5833,6.1333,44.76,70,75,17.27,broken clouds
422,Nhulunbuy,AU,2022-04-10 13:45:50,-12.2333,136.7667,81.21,83,48,4.61,scattered clouds
423,Srednekolymsk,RU,2022-04-10 13:45:50,67.45,153.6833,0.36,97,100,5.64,overcast clouds
424,Riyadh,SA,2022-04-10 13:43:12,24.6877,46.7219,93.34,8,4,5.37,clear sky
425,Arlit,NE,2022-04-10 13:45:50,18.7369,7.3853,107.8,3,3,8.81,clear sky
426,Kenai,US,2022-04-10 13:45:51,60.5544,-151.2583,26.15,73,0,4.61,clear sky
427,Abashiri,JP,2022-04-10 13:45:51,44.0213,144.2697,38.95,79,100,13.94,overcast clouds
428,Kieta,PG,2022-04-10 13:45:51,-6.2167,155.6333,79.16,80,97,0.2,overcast clouds
429,Podgorenskiy,RU,2022-04-10 13:45:52,50.405,39.6429,65.7,48,100,10.96,overcast clouds
430,Asbe Teferi,ET,2022-04-10 13:45:52,9.0833,40.8667,77.81,36,68,6.46,broken clouds
431,Kapuskasing,CA,2022-04-10 13:41:02,49.4169,-82.4331,24.89,86,20,5.75,few clouds
432,Mount Gambier,AU,2022-04-10 13:45:53,-37.8333,140.7667,58.91,82,100,10.36,moderate rain
433,Ngaoundere,CM,2022-04-10 13:45:53,7.3167,13.5833,71.55,72,96,7.92,moderate rain
434,Tiznit,MA,2022-04-10 13:45:53,29.5833,-9.5,83.17,14,9,9.22,clear sky
435,Broome,US,2022-04-10 13:45:53,42.2506,-75.833,38.7,74,100,14.97,overcast clouds
436,Kuryk,KZ,2022-04-10 13:45:54,43.2,51.65,66.96,40,0,7.63,clear sky
437,Foshan,CN,2022-04-10 13:45:54,23.0268,113.1315,77.04,35,0,8.88,clear sky
438,Bogalusa,US,2022-04-10 13:45:54,30.791,-89.8487,68.76,88,0,4.61,clear sky
439,Talaya,RU,2022-04-10 13:45:55,61.3833,152.75,-23.26,100,69,1.79,broken clouds
440,Sajanan,TN,2022-04-10 13:45:55,37.0573,9.2426,61.72,46,18,12.64,few clouds
441,Kokstad,ZA,2022-04-10 13:45:55,-30.5472,29.4241,51.87,97,100,3.96,moderate rain
442,Aberdeen,GB,2022-04-10 13:45:56,57.1437,-2.0981,50.65,59,100,3.44,overcast clouds
443,El Alto,PE,2022-04-10 13:45:56,-4.2714,-81.2147,74.82,65,96,5.48,overcast clouds
444,San Patricio,US,2022-04-10 13:45:56,28.017,-97.5169,73.49,67,0,22.3,clear sky
445,Tezu,IN,2022-04-10 13:45:57,27.9167,96.1667,70.27,86,95,3.47,overcast clouds
446,Talakan,RU,2022-04-10 13:45:57,50.3167,130.3667,36.59,92,92,8.08,overcast clouds
447,Zhigansk,RU,2022-04-10 13:45:57,66.7697,123.3711,4.32,94,6,10.74,clear sky
448,Goderich,CA,2022-04-10 13:45:52,43.7501,-81.7165,36.91,80,100,10.36,overcast clouds
449,Zmiyiv,UA,2022-04-10 13:45:58,49.6966,36.3611,63.46,53,100,5.44,overcast clouds
450,Constitucion,CL,2022-04-10 13:45:58,-35.3333,-72.4167,56.98,58,0,2.46,clear sky
451,General Roca,AR,2022-04-10 13:45:59,-39.0333,-67.5833,59.63,28,18,6.17,few clouds
452,Los Llanos De Aridane,ES,2022-04-10 13:45:59,28.6585,-17.9182,64.15,80,20,6.91,few clouds
453,Las Tunas,CU,2022-04-10 13:46:00,20.9617,-76.9511,78.57,54,60,14.97,broken clouds
454,Virden,US,2022-04-10 13:46:00,39.5009,-89.7679,49.68,62,100,17.22,overcast clouds
455,Kayerkan,RU,2022-04-10 13:46:00,69.3497,87.7602,1.53,84,97,5.23,overcast clouds
456,Oussouye,SN,2022-04-10 13:46:01,12.485,-16.5469,100.58,16,32,8.23,scattered clouds
457,Zhangjiakou,CN,2022-04-10 13:46:01,40.81,114.8794,68.97,25,100,3.51,overcast clouds
458,Ifakara,TZ,2022-04-10 13:46:01,-8.1333,36.6833,84.06,65,91,0.92,overcast clouds
459,Tessalit,ML,2022-04-10 13:46:02,20.1986,1.0114,98.91,4,0,13.24,clear sky
460,Ogembo,KE,2022-04-10 13:46:02,-0.7984,34.7253,79.39,39,82,1.95,broken clouds
461,Marmaris,TR,2022-04-10 13:46:02,36.855,28.2742,66.15,64,60,6.49,broken clouds
462,Norton,ZW,2022-04-10 13:46:02,-17.8833,30.7,68.49,74,100,3.89,light rain
463,Baykit,RU,2022-04-10 13:46:03,61.67,96.37,25.29,95,100,5.46,overcast clouds
464,Necochea,AR,2022-04-10 13:46:03,-38.5473,-58.7368,67.01,77,100,6.26,overcast clouds
465,Roma,US,2022-04-10 13:46:04,43.2128,-75.4557,37.72,91,100,12.66,light snow
466,Abay,KZ,2022-04-10 13:46:04,49.6311,72.8539,46.78,41,100,12.57,overcast clouds
467,Zhuanghe,CN,2022-04-10 13:46:04,39.7008,122.9911,46.71,92,22,11.83,few clouds
468,Awjilah,LY,2022-04-10 13:46:04,29.1081,21.2869,86.25,13,0,12.01,clear sky
469,Saint Anthony,US,2022-04-10 13:45:52,45.0205,-93.218,45.05,51,0,8.05,clear sky
470,Kurya,RU,2022-04-10 13:46:05,51.6003,82.2888,38.5,67,15,6.91,few clouds
471,Culebra,PR,2022-04-10 13:46:05,18.303,-65.301,82.99,67,36,10.0,scattered clouds
472,Sorong,ID,2022-04-10 13:46:06,-0.8833,131.25,79.66,86,100,7.52,overcast clouds
473,Ovalle,CL,2022-04-10 13:46:06,-30.5983,-71.2003,65.48,54,16,3.67,few clouds
474,Jaypur,IN,2022-04-10 13:46:06,18.85,82.5833,87.21,41,90,7.38,overcast clouds
475,Miranda,CO,2022-04-10 13:45:52,3.2499,-76.2281,68.13,81,100,3.13,overcast clouds
476,Aras,ES,2022-04-10 13:46:07,42.5617,-2.356,64.83,45,20,19.57,few clouds
477,Bacolod,PH,2022-04-10 13:43:49,10.6667,122.95,74.01,94,100,4.27,overcast clouds
478,Fort Nelson,CA,2022-04-10 13:46:07,58.8053,-122.7002,22.59,63,20,8.05,few clouds
479,Borovichi,RU,2022-04-10 13:46:07,58.3878,33.9155,44.76,63,66,10.47,broken clouds
480,Marsa Matruh,EG,2022-04-10 13:46:08,31.3525,27.2453,68.2,64,0,9.22,clear sky
481,Richards Bay,ZA,2022-04-10 13:46:08,-28.783,32.0377,70.52,76,100,9.35,light rain
482,Camana,PE,2022-04-10 13:46:08,-16.6228,-72.7111,71.42,69,34,10.31,scattered clouds
483,Saquena,PE,2022-04-10 13:46:09,-4.6667,-73.5167,76.19,94,100,2.62,overcast clouds
484,Seabra,BR,2022-04-10 13:46:09,-12.4186,-41.7703,87.89,22,5,5.75,clear sky
485,Quelimane,MZ,2022-04-10 13:46:09,-17.8786,36.8883,78.75,78,75,5.99,broken clouds
486,Busia,UG,2022-04-10 13:46:10,0.4544,34.0758,86.25,36,85,10.22,overcast clouds
487,Verkhnevilyuysk,RU,2022-04-10 13:46:10,63.4453,120.3167,6.67,99,48,2.8,scattered clouds
488,Polunochnoye,RU,2022-04-10 13:46:10,60.8697,60.4153,37.96,98,100,8.88,overcast clouds
489,Teguise,ES,2022-04-10 13:46:11,29.0605,-13.564,66.42,68,20,4.61,few clouds
490,Colac,AU,2022-04-10 13:46:11,-38.3333,143.5833,61.18,87,100,6.49,overcast clouds
491,Hasaki,JP,2022-04-10 13:46:11,35.7333,140.8333,59.29,82,3,13.18,clear sky
492,Yulara,AU,2022-04-10 13:46:12,-25.2406,130.9889,66.04,26,0,0.0,clear sky
493,Innisfail,AU,2022-04-10 13:46:12,-17.5333,146.0333,77.18,87,90,2.82,overcast clouds
494,Noumea,NC,2022-04-10 13:46:12,-22.2763,166.4572,80.01,99,100,11.41,overcast clouds
495,Sao Borja,BR,2022-04-10 13:46:13,-28.6606,-56.0044,73.99,78,100,8.25,moderate rain
496,Bestobe,KZ,2022-04-10 13:46:13,52.4994,73.0975,44.8,45,5,10.2,clear sky
497,Taltal,CL,2022-04-10 13:45:30,-25.4,-70.4833,65.08,68,1,5.12,clear sky
498,Moron,AR,2022-04-10 13:46:13,-34.6534,-58.6198,75.94,76,0,7.94,clear sky
499,Plouzane,FR,2022-04-10 13:46:14,48.3833,-4.6167,55.72,50,0,20.71,clear sky
500,Manaia,NZ,2022-04-10 13:46:14,-39.55,174.1333,52.09,89,12,6.35,few clouds
501,Mama,RU,2022-04-10 13:46:14,58.3106,112.8986,15.53,92,82,2.46,broken clouds
502,Gotsu,JP,2022-04-10 13:46:14,35.0,132.2167,58.35,79,100,3.29,overcast clouds
503,Belinskiy,RU,2022-04-10 13:46:15,52.9647,43.4165,59.65,59,100,11.07,overcast clouds
504,Montrose,US,2022-04-10 13:46:15,38.4166,-108.2673,27.97,35,100,7.31,overcast clouds
505,Praia Da Vitoria,PT,2022-04-10 13:46:16,38.7333,-27.0667,59.25,72,40,29.68,scattered clouds
506,Alyangula,AU,2022-04-10 13:46:16,-13.8483,136.4192,76.87,88,64,0.0,broken clouds
507,Anadyr,RU,2022-04-10 13:46:16,64.75,177.4833,30.7,80,20,11.18,few clouds
508,Tanggul,ID,2022-04-10 13:46:17,-8.1645,113.4525,75.83,91,48,1.63,scattered clouds
509,Mahanoro,MG,2022-04-10 13:46:17,-19.9,48.8,78.48,74,27,7.18,scattered clouds
510,Eravur,LK,2022-04-10 13:46:17,7.7733,81.6095,80.6,79,93,1.86,moderate rain
511,Sarangani,PH,2022-04-10 13:46:18,5.4033,125.4636,82.11,78,86,20.4,overcast clouds
512,Nokaneng,BW,2022-04-10 13:46:18,-19.6667,22.2667,84.88,37,41,4.36,scattered clouds
513,Fergus Falls,US,2022-04-10 13:46:18,46.283,-96.0776,39.27,78,40,8.05,light rain
514,Jiuquan,CN,2022-04-10 13:46:19,39.7432,98.5174,50.14,31,97,10.22,overcast clouds
515,Minudasht,IR,2022-04-10 13:46:19,37.2289,55.3747,56.77,88,100,0.0,overcast clouds
516,Bayir,TR,2022-04-10 13:46:19,37.2687,28.2167,68.52,40,44,12.95,scattered clouds
517,Qurayyat,SA,2022-04-10 13:46:20,31.3318,37.3428,91.58,8,0,11.5,clear sky
518,Gweta,BW,2022-04-10 13:46:20,-20.1833,25.2333,76.73,55,97,7.4,light rain
519,Ocos,GT,2022-04-10 13:46:20,14.5094,-92.1933,83.19,62,13,2.46,few clouds
